GENOMIC,GENUS,SPECIES,FIELD_POP ID,GREENHOUSE,VOUCHER SPECIMEN,COLLECTION DATE,PROVENANCE,COUNTRY,STATE_PROVINCE,SPECIFIC LOCALITY,LATITUDE,LONGITUDE,NOTES,MATERIAL,NANODROP CONCENTRATION (ng/uL),NANODROP 260:280 RATIO,PUBLISHED
301,Lycium,gilliesianum,,,A. Forcone 789 CORD,1/29/2003,South America,,Chubut,Gaiman,,,19-March-03 Bernardello email,silica,,,
1233,Lycium,glomeratum,,,"M. Pena-Chocarro, J. De Egea 2417 (4 Feb 2005)",,,,,,,,, ,,,
2089,Lycium,grandicalyx,05-159,,05-159,8/3/2005,Africa,,,ca. 50 km north of Rosh Pinah,-27.565,16.698,, ,,,
,Lycium,grandicalyx,,,A. M. Venter 583 BLFU,7/10/1997,Africa,,,,,,,herb,,,
2541,Lycium,grandicalyx,,,AM Venter 583,7/25/2005,Africa,,,,,,, ,,,
"2188, 2189, 2190",Lycium,grandicalyx,05-135,,Miller et al. 05-135,7/29/2005,Africa,,,Fish River Canyon,-27.6057,17.6213,"Identified by *calyx*
(combined with genomics 2189 & 2190)", ,,,
527,Lycium,grandicalyx,05-135 ,,Miller et al. 05-135 ,7/29/2005,Africa,,,Fish River Canyon,-27.606,17.621,,silica,,,
540,Lycium,grandicalyx,05-159 ,,Miller et al. 05-159 ,8/3/2005,Africa,,,ca. 50 km north of Rosh Pinah,-27.566,16.698,black rocks,silica,,,
491,Lycium,grandicalyx,05-160,,Miller et al. 05-160,8/3/2005,Africa,,,ca. 50 km north of Rosh Pinah,-27.566,16.698,black rocks,silica,,,
2087,Lycium,grandicalyx,05-161,,Miller et al. 05-161,8/3/2005,Africa,,,ca. 50 km north of Rosh Pinah,-27.566,16.698,black rocks,silica,,,
3276,Lycium,grandicalyx,22-063,,same population as Miller et al. 05-135,8/16/2022,Africa,,Karas Region,"By Fish River Canyon, off of gravel road to left ca. 1km before viewpoint",-27.6039,17.622,, ,,,
3364,Lycium,grandicalyx,22-064,,same population as Miller et al. 05-135,8/16/2022,Africa,,Karas Region,"By Fish River Canyon, off of gravel road to left ca. 1km before viewpoint",-27.6039,17.622,, ,,,
2088,Lycium,grandicalyx ,05-162,,Miller et al. 05-162,8/3/2005,Africa,,,ca. 50 km north of Rosh Pinah,-27.566,16.698,black rocks,silica,,,
,Lycium,Groenfontein (dimorphic),06-142,,Miller and Levin 06-142,9/22/2006,Africa,,Western Cape,"Groenefontein, Gamka Mountain Reserve",-33.64,21.66,"male, white inconspicuous nectary.",,,,
,Lycium,Groenfontein (dimorphic),06-94B,,Miller and Levin 06-94B,9/15/2006,Africa,,Western Cape,"Groenefontein, Gamka Mountain Reserve; road towards Van Wyksdorp from Calitzdorp",-33.637,21.662,"AMV; male, fairly prostrate, succulent",,,,
809,Lycium,Groenfontein (dimorphic),Miller et al. 05-185,,Miller and Levin 06-140,9/22/2006,Africa,,Western Cape,"Groenefontein, Gamka Mountain Reserve",-33.64,21.66,female. May be same individual as 06-141. Both by G6. White inconspicuous nectary,,,,
798,Lycium,Groenfontein (dimorphic),Miller et al. 05-183,,Miller and Levin 06-141,9/22/2006,Africa ,,Western Cape,"Groenefontein, Gamka Mountain Reserve",-33.64,21.66,"female
Lycium sp. 9?",,,,
2106,Lycium,hantamense,06-64,,Miller and Levin 06-64,9/10/2006,Africa,,Northern Cape,"along R27 between Calvinia and Nieuwoudtville, 26.5 km east of Nieuwoudtville",31.4877,19.3628,"roadside red clay soil with Aizoaceae, male", ,,,
,Lycium,hantamense,06-64,,Miller and Levin 06-64,9/10/2006,Africa,,Northern Cape,"along R27 between Calvinia and Nieuwoudtville, 26.5 km east of Nieuwoudtville",-31.488,19.363,"AMV; roadside red clay soil with Aizoaceae, male","Buds only, #1",,,
1026,Lycium,hantamense,06-65,,Miller and Levin 06-65,9/10/2006,Africa,,Northern Cape,"along R27 between Calvinia and Nieuwoudtville, 26.5 km east of Nieuwoudtville",-31.488,19.363,"AMV; roadside red clay soil with Aizoaceae, male",pickled material; buds #2,,,
2107,Lycium,hantamense,06-65,,Miller and Levin 06-65,9/10/2006,Africa,,Northern Cape,"along R27 between Calvinia and Nieuwoudtville, 26.5 km east of Nieuwoudtville",31.4877,19.3628,"roadside red clay soil with Aizoaceae, male", ,,,
,Lycium,hantamense,06-66,,Miller and Levin 06-66,9/10/2006,Africa,,Northern Cape,"along R27 between Calvinia and Nieuwoudtville, 26.5 km east of Nieuwoudtville",-31.488,19.363,"AMV; roadside red clay soil with Aizoaceae, male",pickled material,,,
,Lycium,hantamense,06-68,,Miller and Levin 06-68,9/10/2006,Africa,,Northern Cape,"along R27 between Calvinia and Nieuwoudtville, 26.5 km east of Nieuwoudtville",-31.486,19.351,"AMV; roadside red clay soil with Aizoaceae, male",pickled material,,,
1239,Lycium,hantamense,06-71,,Miller and Levin 06-71,,Africa,,,,,,, ,,,
2105,Lycium,hantamense,06-71,,MIller and Levin 06-71,9/10/2006,Africa,,Northern Cape,"road to Matjesfontein, ca. 4 km past turn-off to Glenlyon farm",31.4183,19.1238,male, ,,,
,Lycium,hantamense,06-71,,Miller and Levin 06-71,9/10/2006,Africa,,Northern Cape,"road to Matjesfontein, ca. 4 km past turn-off to Glenlyon farm",-31.418,19.124,AMV; male,buds only #5,,,
2103,Lycium,hantamense,05-183,,Miller and Levin 05-183,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil McGregor, Nieuwoudville",31.4118,19.1519,"female. N-309. =ZA23. On dolorite, in flats before hill with koppies", ,,,
2104,Lycium,hantamense,05-184,,Miller and Levin 05-184,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil McGregor, Nieuwoudville",31.4118,19.1519,"male. N-309. On dolorite, in flats before hill with koppies", ,,,
2108,Lycium,hantamense,05-187,,Miller and Levin 05-187,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil MacGregor, Nieuwoudville",31.4118,19.1519,male. N-309, ,,,
2322,Lycium,hantamense,HANT1-A,,HANT1-A,,Africa,,,,,,, ,,,
2323,Lycium,hantamense,HANT1-B,,HANT1-B,,Africa,,,,,,, ,,,
"2194, 2240",Lycium,hantamense,HANT1-D,,HANT1-D,7/19/2016,Africa,,,Amherst College Greenhouse,,,HANT1; MacGregor farm, ,,,
2321,Lycium,hantamense,HANT1-X,,HANT1-X,,Africa,,,,,,, ,,,
2320,Lycium,hantamense,HANT1-Y,,HANT1-Y,,Africa,,,,,,, ,,,
"2249, 2250",Lycium,hantamense,HANTA1-C,,HANTA1-C,7/29/2016,Africa,,,Amherst College Greenhouse,,,HANT1; MacGregor farm, ,,,
,Lycium,hantamense,05-182,,Miller et al. 05-182,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil MacGregor, Nieuwoudville",-31.412,19.152,"On dolorite, in flats before hill with koppies; male",silica,,,
533,Lycium,hantamense,05-183,,Miller et al. 05-183,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil MacGregor, Nieuwoudville",-31.412,19.152,"On dolorite, in flats before hill with koppies, female",silica,,,
,Lycium,hantamense,05-184,,Miller et al. 05-184,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil MacGregor, Nieuwoudville",-31.412,19.152,"On dolorite, in flats before hill with koppies; male",silica,,,
534,Lycium,hantamense,05-185,,Miller et al. 05-185,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil MacGregor, Nieuwoudville",-31.412,19.152,"On dolorite, in flats before hill with koppies; male",silica,,,
,Lycium,hantamense,05-186,,Miller et al. 05-186,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil MacGregor, Nieuwoudville",-31.412,19.152,Growing amongst rocks in dolorite koppies,silica,,,
,Lycium,hantamense,05-187,,Miller et al. 05-187,8/6/2005,Africa,,Northern Cape,"Glenlyon, Farm of Neil MacGregor, Nieuwoudville",-31.412,19.152,male,silica,,,
N309,Lycium,hantamense,N-309,,Nanni 309 BLFU,,Africa,,Northern Cape,Glenyon Farm,-31.412,19.152,,silica,,,
3287,Lycium,hantamense,22-096,,same population as Miller et al. 05-182,8/20/2022,Africa,,Northern Cape,Hantam Botanical Garden (aka GlenLyon farm),-31.4137,19.1524,, ,,,
3390,Lycium,hantamense,22-097,,same population as Miller et al. 05-183,8/20/2022,Africa,,Northern Cape,Hantam Botanical Garden (aka GlenLyon farm),-31.4137,19.1524,"Female plant.  Glandular pubescence (leaves, pedicel, caliyx).", ,,,
3388,Lycium,hantamense,22-094,,use Levin and Miller 06-71,8/20/2022,Africa,,Northern Cape,,-31.4149,19.1221,"Female plant.  Glandular pubescence (leaves, pedicel, caliyx).", ,,,
3389,Lycium,hantamense,22-095,,use Levin and Miller 06-71,8/20/2022,Africa,,Northern Cape,,-31.4183,19.1237,"Male plant.  Glandular pubescence (leaves, pedicel, caliyx).", ,,,
3386,Lycium,hantamense,22-092,,"use Levin and Miller 06-71? But also check 06-68, 69, 66",8/20/2022,Africa,,Northern Cape,"Along R27, east of Nieuwoudtville",-31.4333,19.2635,"Female plant.  Glandular pubescence (leaves, pedicel, caliyx).", ,,,
3387,Lycium,hantamense,22-093,,"use Levin and Miller 06-71? But also check 06-68, 69, 66",8/20/2022,Africa,,Northern Cape,"Along R27, ca. 10km east of Nieuwoudtville",-31.3951,19.1958,"Male plant.  Glandular pubescence (leaves, pedicel, caliyx).", ,,,
,Lycium,hantamense,NC-93,,,9/10/2006,Africa,,Northern Cape,road to Glenlyon farm,-31.412,19.152,AMV; male,buds only #4,,,
3320,Lycium,hirsutum,22-024,,"Muller DB 1913, PRE",8/10/2022,Africa,,Free state ,About 5km (from intersection with R64) along dirt road to Neethlingshalte; dirt road is opposite (west) of Krugersdrif Dam.,-28.8796,25.8976,, ,,,
3318,Lycium,hirsutum,22-022,,"Reyneke AM 301, BLFU",8/9/2022,Africa,,Free state ,"Along R48, about 2km southwest of intersection with the N8.",-29.132,25.3883,, ,,,
,Lycium,hirsutum,06-165,,Miller and Levin 06-165,9/30/2006,Africa,,Free State,"R704 towards Jagersfontein, 28.5 km from Tromsberg",-29.881,25.567,,,,,
3312,Lycium,hirsutum,22-015,,Levin and Miller 06-165,8/9/2022,Africa,,Free state ,Along R704 about 28km from Trompsburg headed to Jaegersfontein.,-29.8652,25.5683,Large plant; Same spot as 06-165, ,,,
3313,Lycium,hirsutum,22-016,,Levin and Miller 06-165,8/9/2022,Africa,,Free state ,Along R704 just west of Jaegersfontein.,-29.7547,25.4085,, ,,,
3314,Lycium,Hirsutum,22-018,,Levin and Miller 06-166,8/9/2022,Africa,,Free state ,"Along R704, about 15km southeast of Koffiefontein.",-29.4847,25.1299,, ,,,
3317,Lycium,hirsutum,22-021,,Levin and Miller 06-166,8/9/2022,Africa,,Free state ,"Along R704, southeast of Koffiefontein; about 6km southeast of intersection between R704 & R48 north.",-29.4406,25.0672,, ,,,
2324,Lycium,hirsutum,HIRS14 A 5-12-16,,HIRS14 A 5-12-16,,Africa,,,,,,, ,,,
3439,Lycium,hirsutum,22-165,,"Levin and Miller 22-165, NBG",9/4/2022,Africa,,Western Cape,"South of junction between R407 and R328, north of Swartberg Pass",-33.2689,22.0466,, ,,,
3336,Lycium,Hirsutum,22-033,,"Levin and Miller 22-33, NBG",8/11/2022,Africa,,Northern Cape,Near intersection of R374 and road to Riverton.,-28.5042,24.5487,, ,,,
3341,Lycium,hirsutum,22-038,,"Levin and Miller 22-38, NBG",8/12/2022,Africa,,Northern Cape,"Along the N8, 2.4km southwest of turn-off to Schmidtsdrif (R370)",-28.718,24.0438,, ,,,
2325,Lycium,hirsutum,HIRS14 B 5-12-16,,HIRS14 B 5-12-16,,Africa,,,,,,, ,,,
2326,Lycium,hirsutum,HIRS14 C 5-12-16,,HIRS14 C 5-12-16,,Africa,,,,,,, ,,,
2327,Lycium,hirsutum,HIRS14 D 5-12-16,,HIRS14 D 5-12-16,,Africa,,,,,,, ,,,
"2195, 2241",Lycium,hirsutum,HIRS14-E,,HIRS14-E,7/19/2016,Africa ,,,Amherst College Greenhouse,,,"HIRS14-E; pink (control), 2006", ,,,
922,Lycium,hirsutum,FS-190,,Miller and Levin 06-166,9/30/2006,Africa,,Free State,15 km east of Koffiefontein on R704,-29.486,25.131,,"silica, styles, anthers",,,
510,Lycium,hirsutum,05-104 ,,Miller et al. 05-104 ,7/25/2005,Africa,,Free State,15 km SE of Kimberly on N8,-28.874,24.877,w/ Acacia giraffe,silica,,,
515,Lycium,hirsutum,05-104 ,,Miller et al. 05-104 ,7/25/2005,Africa,,Free State,15 km SE of Kimberly on N8,-28.874,24.877,mistake to extract again--misread as 05-109 but really 05-104,silica,,,
511,Lycium,hirsutum,05-105 ,,Miller et al. 05-105 ,7/25/2005,Africa,,Free State,15 km SE of Kimberly on N8,-28.874,24.877,,silica,,,
507,Lycium,hirsutum,05-98 ,,Miller et al. 05-98 ,7/25/2005,Africa,,Free State,"Corneliasruis Farm, Brandforte District. Ca. 40 km NE of Bloemfontein off the N1",-28.979,26.486,,silica,,,
3319,Lycium,Hirsutum,22-023,,"Muller DB 1913, PRE",8/10/2022,Africa,,Free state ,About 4km (from intersection with R64) along dirt road to Neethlingshalte; dirt road is opposite (west) of Krugersdrif Dam.,-28.8774,25.9039,, ,,,
3321,Lycium,Hirsutum,22-025,,same population as Miller et al. 05-104,8/11/2022,Africa,,Free state ,West of Bloemfontein along a dirt road headed north to De Brug.,-29.1626,25.8091,, ,,,
3272,Lycium,hirsutum,22-017,,use Levin and Miller 06-166,8/9/2022,Africa,,Free State,"Along R704, about 15km southeast of Koffiefontein.",-29.4862,25.1299,, ,,,
LY646,Lycium,hirsutum,,,Venter 646 BLFU,,Africa,,Eastern Cape,,,,"trnV-ndhC(P): FJ189660, trnQ-rps16(T1): FJ189698, rps16-trnK(T2): FJ189712",,,,
882,Lycium,hirsutum,FS193,,,,Africa,South Africa,Free State,Free State,-29.127,25.806,Collection number = FS193,"silica, styles, anthers",,,
925,Lycium,hirsutum,FS-204,,,10/5/2006,Africa,,Free State,Free State,-28.979,26.486,First SA plant that Jill saw in 2006!  By river.,"silica, styles, anthers",,,
2125,Lycium,hirsutum,FS-201,,,10/4/2006,Africa,,Free State,,-28.881,25.805,, ,,,
2158,Lycium,hirsutum,FS-185,,,9/30/2006,Africa,,Free State,"29.9 km towards Jagersfontein, R704",-29.854,25.56,, ,,,
"2208, 2243, 2251, 2252, 2559, 2283, 2284",Lycium,horridum,05-112 A,,05-112 A,7/20/2016,Africa,,,"Greenhouse, but originally R64 outside of Griquatown, ca. 130 km towards Groblershoop",-28.8491,23.2414,Leaves taken from plant 05-112 A in greenhouse, ,,,
2536,Lycium,horridum,06-158,,06-158,9/29/2006,Africa,,,"road from Nieu-Bethseda, a few km from intersection with N9",-31.9065,24.7458,, ,,,
LY655,Lycium,horridum,Venter 655,,A M Venter 655 BLFU,,Africa,,,"South of Twee Rivieren, 26S 20E BC",,,male,silica,,,
812,Lycium,horridum,06-41,,Miller and Levin 06-41,8/27/2006,Africa,,Northern Cape,road towards Port Nolloth from Grootmis,-29.475,17.088,"MV Ided, flowers bigger; female",,,,
,Lycium,horridum,06-60,,Miller and Levin 06-60,9/9/2006,Africa,,Western Cape,"R364, roadside, 66.4 km W of junction with R27",-32.023,19.21,female,,,,
,Lycium,horridum,06-62,,Miller and Levin 06-62,9/9/2006,Africa,,Western Cape,"R364, roadside, 66.4 km W of junction with R27",-31.973,19.227,male,,,,
1238,Lycium,horridum,06-69,,Miller and Levin 06-69,,Africa,,,,,,, ,,,
,Lycium,horridum,06-85,,Miller and Levin 06-85,9/14/2006,Africa,,Western Cape,"R62, 20.8 km east of Barrydale",-33.817,20.894,male,,,,
,Lycium,horridum,06-90,,Miller and Levin 06-90,9/15/2006,Africa ,,Western Cape,"just north of R62 by Kansa River, ca. 10 km west of Oudtshoorn",-33.603,22.095,"AMV, Ided-didn't look right to me",,,,
,Lycium,horridum,06-122,,Miller and Levin 06-122,9/18/2006,Africa ,,Western Cape,,-34.315,20.581,male,pickled material,,,
1236,Lycium,horridum,06-123,,Miller & Levin 06-123,,Africa,,,,,,, ,,,
,Lycium,horridum,06-123,,Miller and Levin 06-123,9/18/2006,Africa,,Western Cape,road to Infanta,-34.335,20.592,male,,,,
,Lycium,horridum,06-126,,Miller and Levin 06-126,9/20/2006,Africa,,Western Cape,near 06-125,-34.38,20.297,female,,,,
,Lycium,horridum,06-127,,Miller and Levin 06-127,9/20/2006,Africa,,Western Cape,road towards Protem,-34.361,20.27,"male, one flower.",,,,
,Lycium,horridum,06-128,,Miller and Levin 06-128,9/20/2006,Africa,,Western Cape,road to Swellendam after junction with Malgas/Infanta road follows Breede River? ,-34.319,20.562,female,,,,
,Lycium,horridum,06-129,,Miller and Levin 06-129,9/20/2006,Africa,,Western Cape,road to Swellendam after junction with Malgas/Infanta road follows Breede River? ,-34.319,20.562,male,,,,
,Lycium,horridum,06-131,,Miller and Levin 06-131,9/20/2006,Africa,,Western Cape,same road to Swellendam,-34.318,20.554,male,,,,
,Lycium,horridum,06-135,,Miller and Levin 06-135,9/20/2006,Africa,,Western Cape,"road to Swellendam, near Breede river",-34.305,20.535,male,,,,
,Lycium,horridum,06-146,,Miller and Levin 06-146,9/27/2006,Africa,,Western Cape,N1 30 km before Prince Albert Road,-33.106,21.428,female. Karoo vegetation With Zizyphus,,,,
1027,Lycium,horridum,06-153,,Miller and Levin 06-153,9/29/2006,Africa,,Eastern Cape,"Nieu-Bethesda, by river",-31.869,24.551,AMV; male,,,,
,Lycium,horridum,06-155,,Miller and Levin 06-155,9/29/2006,Africa,,Eastern Cape,"Nieu-Bethesda, by river",-31.869,24.551,female,,,,
,Lycium,horridum,06-158,,Miller and Levin 06-158,9/29/2006,Africa,,Eastern Cape,"road from Nieu-Bethesda, a few km from intersection with N9",-31.907,24.746,,,,,
1237,Lycium,horridum,06-163,,Miller and Levin 06-163,,Africa,,,,,,, ,,,
,Lycium,horridum,06-163,,Miller and Levin 06-163,9/30/2006,Africa,,Free State,road to Springfontein R715,-30.457,25.951,AMV; male,,,,
,Lycium,horridum,06-164,,Miller and Levin 06-164,9/30/2006,Africa,,Free State,6.1 km from Tromsberg towards Jagersfontein R704,-29.992,25.722,female,,,,
3306,Lycium,horridum,22-013,,Levin and Miller 06-163,8/9/2022,Africa,,Free state ,Roadside on R715; about 2km northwest from intersection of R715 & R701,-30.4584,25.9495,Large plant; Not flowering, ,,,
3307,Lycium,Horridum,22-014,,Levin and Miller 06-164,8/9/2022,Africa,,Free state ,Along R704 about 20km from Trompsburg headed to Jaegersfontein.,-29.8894,25.6332,Female plant, ,,,
3297,Lycium,Horridum,22-006,,"Levin and Miller 22-06, NBG",8/8/2022,Africa,,Northern Cape,"Roadside on the N1; Three Sisters, by railroad tracks near road to Three Sisters Guesthouse.",-31.8842,23.0954,, ,,,
3433,Lycium,horridum,22-156,,"Levin and Miller 22-156, NBG",9/1/2022,Africa,,Western Cape,Along main road in Anysberg NR.  Growing in wash with L. oxycarpum.,-33.4539,20.7496,male plant, ,,,
3353,Lycium,horridum,22-051,,"Levin and Miller 22-51, NBG",8/14/2022,Africa,,Northern Cape,"Along the N10, about 30km SE of border with Namibia",-28.1746,20.2878,IMG; Male plant (bud dissected & had no pistil)., ,,,
3356,Lycium,horridum,22-054,,"Levin and Miller 22-54, NBG",8/12/2022,Africa,,Northern Cape,"Along the N10, about 15km SE of border with Namibia",-28.1709,20.2754,IMG; Female plant (bud dissected & had no pollen)., ,,,
489,Lycium,horridum,05-111,,Miller et al. 05-111,7/27/2005,Africa,,Northern Cape,"R64 outside of Griquatown, ca. 130 km towards Groblershoop",-28.849,23.241,male,silica,,,
,Lycium,horridum,05-112,,Miller et al. 05-112,7/27/2005,Africa,,Northern Cape,"R64 outside of Griquatown, ca. 130 km towards Groblershoop",-28.849,23.241,,silica,,,
516,Lycium,horridum,05-115,,Miller et al. 05-115,7/27/2005,Africa,,Northern Cape,R64,-28.925,22.714,"w/ salsola on kalahari sand; Male, Identified w/ flowers. Also collected putative horridum female w/ 1 fruit (female not silica'ed)",,,,
,Lycium,horridum,05-152,,Miller et al. 05-152,8/3/2005,Africa,,Aus,Dry river bed in Aus,-26.664,16.26,female w/kinked styles,silica,,,
584,Lycium,horridum,05-153,,Miller et al. 05-153,8/3/2005,Africa,,Aus,Dry river bed in Aus,-26.664,16.26,female; apparently no pollen in anthers,silica,,,
550,Lycium,horridum,05-189 ,,Miller et al. 05-189 ,8/7/2005,Africa,,Western Cape,R364 between Butterkloof and Pakhuis Passes,-32.038,19.191,on clay gravel flats; Check determination with AMV; male,,,,
555,Lycium,horridum,05-202,,Miller et al. 05-202,8/10/2005,Africa,,Western Cape,13 km. from Barrydale towards Ladismith on R62,-33.852,20.825,"Karoo veg. with low shrubs, Euphorbia mauritanica; female",,,,
,Lycium,horridum,05-208,,Miller et al. 05-208,8/10/2005,Africa,,Western Cape,16 km. from Barrydale along R62 in low ditch by road,-33.849,20.856,male,silica,,,
559,Lycium,horridum,05-209 ,,Miller et al. 05-209 ,8/10/2005,Africa,,Western Cape,16 km. from Barrydale along R62 in low ditch by road,-33.849,20.856,male,silica,,,
519,Lycium,horridum,05-221 ,,Miller et al. 05-221 ,8/12/2005,Africa,,Western Cape,road to Bredasdorp from De Hoop,-34.375,20.335,female,,,,
,Lycium,horridum,05-222,,Miller et al. 05-222,8/12/2005,Africa,,Western Cape,road to Bredasdorp from De Hoop,-34.375,20.335,female,silica,,,
563,Lycium,horridum,05-223 ,,Miller et al. 05-223 ,8/12/2005,Africa,,Western Cape,road to Bredasdorp from De Hoop,-34.375,20.335,male,silica,,,
,Lycium,horridum,05-97,,Miller et al. 05-97,,Africa,,Free State,"Side of road near the University of the Free State, Bloemfontein",-29.1083,26.1881,,silica,,,
3427,Lycium,horridum,22-149,,same population as Miller et al. 05-202,8/31/2022,Africa,,Western Cape,R62 between Barrydale and Plathuis turn-off,-33.8557,20.8025,Female plant, ,,,
3429,Lycium,horridum,22-151,,same population as Miller et al. 05-208,8/31/2022,Africa,,Western Cape,R62 between Barrydale and Plathuis turn-off,-33.856,20.802,Male plant, ,,,
3289,Lycium,horridum,22-203,,same population as Miller et al. 05-223,9/15/2022,Africa,,Western Cape,,-34.3747,20.3339,, ,,,
3470,Lycium,horridum,22-221,,use Levin and Miller 06-127,9/19/2022,Africa,,Western Cape,,-34.3611,20.2701,, ,,,
3443,Lycium,horridum,22-173,,use Levin and Miller 06-153,9/6/2022,Africa,,Eastern Cape,"Nieu-Bethesda, by river",-31.8688,24.5514,female plant, ,,,
814,Lycium,horridum cf.,06-43,,Miller and Levin 06-43,8/27/2006,Africa,,Northern Cape,21km along road towards Port Nolloth from Grootmis,-29.462,17.078,"AMV IDed, flowers biggers; female",pickled material,,,
,Lycium,horridum cf.,06-69,,Miller and Levin 06-69,9/10/2006,Africa,,Northern Cape,"along R27 between Calvinia and Nieuwoudtville, 26.5 km east of Nieuwoudtville",-31.485,19.34,"roadside red clay soil with Aizoaceae, male",pickled material,,,
562,Lycium,horridum cf.,05-216 ,,Miller et al. 05-216 ,8/11/2005,Africa,,Western Cape,road to De Hoop,-34.21,20.426,"Andor says det as horridum is doubtful, but unable to ID as something else",,,,
2084,Lycium,humile,,,Barboza 4313,,South America,,Catamarca,Salar de Autofalla,,,Barboza - Salar de Autofalla, ,,,
2085,Lycium,humile,,,Barboza 4347,,South America,,Salta,Salar el Diablo,,,Barboza - Salar el Diablo, ,,,
2083,Lycium,humile,,,Barboza 4349,,South America,,Salta,Salar Colorado (?),,,Barboza - Salar Colorado (?), ,,,
465,Lycium,humile,,,O. Zollner 3855,1/20/1970,South America,,Antofagasta,"in Campamento to Pedernalas, 3200 m.s.m.",,,,silica,,,
703,Lycium,humile,,,Teillier 3363 SGO,,South America,,,,,,,,,,
686,Lycium,humile,,,Teillier 4082 SGO,,South America,,,,,,,herb,,,
31?,Lycium,infaustum,,,G. Barboza 544,2/19/2003,South America,,La Rioja,Road to Chilecito,,,19-March-03 Bernardello email,silica,,,
313,Lycium,infaustum,,,G. Bernardello 893 CORD,2/28/2003,South America,,Catamarca,Road 60,-29.094,-65.911,19-March-03 Bernardello email,silica,,,
909,Lycium,infaustum,,,L.INFA 14,1/13/2009,South America,,MA,Amherst College Greenhouse,,,Plant grown in Amherst College Greenhouse.  Collection number = L.INFA 14,silica,,,
908,Lycium,infaustum,,,L.INFA 3,1/13/2009,South America,,MA,Amherst College Greenhouse,,,Plant grown at Amherst College Greenhouse.  Collection number = L.INFA 3,silica,,,
888,Lycium,infaustum,,,L.INFA 8,,South America,,,Amherst College Greenhouse,,,Amherst College Greenhouse collection. Collection number = L.INFA 8,silica,,,
476,Lycium,infaustum,04-56 ,,Miller et al. 04-56 ,12/24/2004,South America,,Catamarca,"Route 60, 1st salt flat stop?",-29.562,-65.249,,silica,,,
,Lycium,infaustum,04-61,,Miller et al. 04-61,12/24/2004,South America,,Catamarca,"Route 33, by wash, near small town by turn off towards city of Catamarca",-29.211,-65.78,,silica,,,
,Jaborosa,integrifolia,1,,AAC 4264,,South America,,Entre Rios,Diamante,,,, ,,,
,Jaborosa,integrifolia,3,,AAC 4264,,South America,,Entre Rios,Diamante,,,, ,,,
,Jaborosa,integrifolia,4,,AAC 4264,,South America,,Entre Rios,Diamante,,,, ,,,
,Jaborosa,integrifolia,5,,AAC 4264,,South America,,Entre Rios,Diamante,,,, ,,,
,Jaborosa,integrifolia,2,,AAC 4264,,South America,,Entre Rios,Diamante,,,, ,,,
,Jaborosa,integrifolia,6,,AAC 4264,,South America,,Entre Rios,Diamante,,,, ,,,
RGO383,Jaborosa,integrifolia,RGO383,,BIRM S.0290,,South America,,,,,,,,,,
428,Jaborosa,integrifolia,05-09,,Miller et al. 05-09,1/4/2005,South America,,Santa Fe,"outskirts of Calchaqui, Route 11",-29.901,-60.284,,silica,,,
LB597,Jaborosa,integrifolia,,,,,South America,,,,,,,,,,
487,Lycium,intricatum,,,5027 G. J. Anderson CONN/MASS,5/17/2005,Eurasia,,Canary Islands,Punta de Teno,28.34206321,-16.92333227,,silica,,,
2176,Lycium,intricatum,,,5027 GJ Anderson CONN/MASS,,Eurasia,,Canary Islands,,,,combined with genomic 2177, ,,,
2177,Lycium,intricatum,,,5027 GJ Anderson CONN/MASS,,Eurasia,,Canary Islands,,,,combined with genomic 2176; in tube 2176., ,,,
"410, 332",Lycium,intricatum,,,Nijmegen #814750031,,Eurasia,,Canary Islands,,,,re-extraction of 332,silica,,,
407,Lycium,isthmense,,,Medrano 11963 MEXU,,North America,,,,,,,,,,
469,Lycium,isthmense,,,R.M. King 1303 US,7/3/1959,North America,,"Oaxaca, Mexico",,,,det by chiang 1979; plants of Isthmus of Tehuantepec; US 2362103,herb,,,
754,Lycium,isthmense cf. (unclear),,,A. Castro-Castro s.n. IBUG,5/13/2007,North America,,"Oaxaca, Juchitan",distrito de riego La Mata,,,"Relictos del bosque tropical caducifolio en campos de cultivo, pequeno arbol de 2-2.5m",silica,,,
452,Lycium,leiospermum,05-53,,Miller and Levin 05-53,3/15/2005,North America,,Zacatecas,8.5 km from Rocamontes on Hwy 54,24.7,-101.25,"purple flowers, succulent Lvs, salt flat w/ L. calif, chenopods, Larrea, cholla",silica,,,
,Lycium,leiospermum,05-54,,Miller and Levin 05-54,3/15/2005,North America,,Zacatecas,8.5 km from Rocamontes on Hwy 54,24.7,-101.25,"purple flowers, succulent Lvs, salt flat w/ L. calif, chenopods, Larrea, cholla",silica,,,
